date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:14:56	5318/5318	---M-Z	200	added ('OK')	image/svg+xml	etag:%22563aa4fe9e4553319b35c16d805b271e%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/apple-music-logo.563aa4fe9e4553319b35c16d805b271e.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/apple-music-logo.563aa4fe9e4553319b35c16d805b271e.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:56	1787/1787	---M-Z	200	added ('OK')	image/svg+xml	etag:%2213abf923de64d1eb03c5e87dd2d60717%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/music-icon.13abf923de64d1eb03c5e87dd2d60717.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/music-icon.13abf923de64d1eb03c5e87dd2d60717.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:56	1378/1378	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b364ee5144b6b265a29d1349ca54f6d3%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/camera_button.b364ee5144b6b265a29d1349ca54f6d3.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/camera_button.b364ee5144b6b265a29d1349ca54f6d3.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:56	194815/194815	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2016:14:56%20GMT	https://md-ohidur-rahman.jimdosite.com/imprint/	F:/python/Desktop/We/Md-ohidur-rahman/md-ohidur-rahman.jimdosite.com/imprint/index.html	(from https://md-ohidur-rahman.jimdosite.com/)
22:14:57	166339/166339	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2016:14:57%20GMT	https://md-ohidur-rahman.jimdosite.com/cookie-settings/	F:/python/Desktop/We/Md-ohidur-rahman/md-ohidur-rahman.jimdosite.com/cookie-settings/index.html	(from https://md-ohidur-rahman.jimdosite.com/)
22:14:57	184495/184495	---M-Z	200	added ('OK')	image/svg+xml	etag:%229ae099631cdd0d7a7f8bbac938a26147%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/dark_google_map_placeholder.9ae099631cdd0d7a7f8bbac938a26147.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/dark_google_map_placeholder.9ae099631cdd0d7a7f8bbac938a26147.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:58	3166/3166	---M-Z	200	added ('OK')	image/svg+xml	etag:%22074b65fcb859019ef1b0a98d5683a0df%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/jimdo_logo_colored.074b65fcb859019ef1b0a98d5683a0df.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/jimdo_logo_colored.074b65fcb859019ef1b0a98d5683a0df.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:58	1913/1913	---M-Z	200	added ('OK')	image/svg+xml	etag:%2267ee9e85b8a6414e04dfb1490499fe4a%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/edit.67ee9e85b8a6414e04dfb1490499fe4a.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/edit.67ee9e85b8a6414e04dfb1490499fe4a.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:58	220975/220975	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f869d419c7df077097d86a1bf8ac8615%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/bright_google_map_placeholder.f869d419c7df077097d86a1bf8ac8615.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/bright_google_map_placeholder.f869d419c7df077097d86a1bf8ac8615.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:58	1137/1137	---M-Z	200	added ('OK')	image/svg+xml	etag:%226971fb32bb1f91e77fa01f8f3e698f27%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/tick_white_icon.6971fb32bb1f91e77fa01f8f3e698f27.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/tick_white_icon.6971fb32bb1f91e77fa01f8f3e698f27.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
22:14:58	1913/1913	---M-Z	200	added ('OK')	image/svg+xml	etag:%221230cf47108018e2a6c0440033599057%22	https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/edit_white.1230cf47108018e2a6c0440033599057.svg	F:/python/Desktop/We/Md-ohidur-rahman/jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/edit_white.1230cf47108018e2a6c0440033599057.svg	(from https://jimdo-dolphin-static-assets-prod.freetls.fastly.net/renderer/static/b8c1ed25cb38c386fe7c.css)
